student_name,age,college_name,place,degree,qualification,skills_offered,skills_wanted,experience_level,learning_goal,preferred_learning_style,availability_days,availability_times,weekly_commitment_hours,swap_history_count,average_rating,response_rate,reliability_score,domain_interest,tech_stack_familiarity,project_interest_area
Reyansh Singh,21,Christ University,Patna,B.Sc,Graduate,"[""C++"", ""CSS""]","[""Excel"", ""SEO""]",Intermediate,Contribute to open-source,Mixed,Weekends,Night,5,22,3.0,0.94,0.86,Content Writing,"[""PowerBI"", ""Tableau"", ""JavaScript"", ""Flask""]",Academic
Aaradhya Gupta,22,Jadavpur University,Bhopal,BBA,12th Pass,"[""Photography"", ""Graphic Design"", ""Public Speaking""]","[""CSS"", ""Project Management"", ""React""]",Intermediate,Build portfolio,Async exchange,Weekends,Afternoon,13,26,3.3,0.62,0.38,Marketing,"[""TensorFlow"", ""AWS"", ""Tableau"", ""PowerBI""]",Open Source
Arnav Malhotra,18,Christ University,Jaipur,B.Com,Graduate,"[""Excel"", ""Docker"", ""CSS"", ""SEO""]","[""NoSQL"", ""Project Management"", ""Public Speaking""]",Beginner,Contribute to open-source,Async exchange,Weekends,Evening,8,2,3.2,0.67,0.5,Finance,"[""Node.js"", ""Django""]",Academic
Aadhya Singh,25,Pune University,Chandigarh,MA,Postgraduate,"[""Java"", ""PowerPoint""]","[""HTML"", ""SQL"", ""Photoshop"", ""JavaScript""]",Intermediate,Crack internship,Group sessions,Weekends,Evening,6,22,3.9,0.83,0.36,Software,"[""Node.js""]",Freelancing
Vivaan Saha,22,Delhi University,Mumbai,B.Tech,Postgraduate,"[""Excel"", ""Video Editing"", ""Data Analysis"", ""Canva""]","[""Data Analysis"", ""Excel""]",Intermediate,Crack internship,Mixed,Both,Night,17,19,4.3,0.56,0.63,Data Science,"[""JavaScript"", ""MongoDB"", ""Django"", ""Java""]",Startups
Anaya Saha,25,Delhi University,Delhi,B.Com,12th Pass,"[""Public Speaking"", ""Machine Learning"", ""JavaScript"", ""Graphic Design""]","[""Kubernetes"", ""Illustrator""]",Expert,Freelancing,Mixed,Weekdays,Night,3,30,4.6,0.55,0.37,AI/ML,"[""Django"", ""AWS""]",Competitions
Aarav Saha,19,BITS Pilani,Jaipur,MA,Graduate,"[""Java"", ""React""]","[""Photography"", ""JavaScript"", ""Public Speaking""]",Beginner,Learn new language,Group sessions,Weekends,Night,14,16,4.5,0.62,1.0,Marketing,"[""PyTorch"", ""GCP""]",Freelancing
Sara Reddy,28,NIT Trichy,Chennai,B.Tech,Postgraduate,"[""PowerPoint"", ""NoSQL"", ""Machine Learning"", ""Digital Marketing"", ""SEO""]","[""Canva"", ""Public Speaking"", ""SQL"", ""Deep Learning""]",Beginner,Freelancing,Mixed,Weekends,Night,5,20,3.9,0.79,0.8,Content Writing,"[""Python"", ""GCP"", ""AWS"", ""PyTorch""]",Hackathons
Myra Khan,23,Mumbai University,Jaipur,M.Sc,Graduate,"[""Project Management"", ""Figma"", ""Python"", ""SQL""]","[""Public Speaking"", ""Photography"", ""C++""]",Beginner,Learn new language,Mixed,Weekdays,Morning,16,9,4.3,0.54,0.67,Software,"[""Java"", ""SQL""]",Competitions
Anaya Jain,23,Amity University,Bhopal,MBA,Graduate,"[""C++"", ""SEO"", ""Video Editing"", ""Project Management"", ""Illustrator""]","[""Project Management"", ""Public Speaking"", ""SQL"", ""JavaScript""]",Expert,Learn new language,Group sessions,Weekdays,Evening,12,0,3.5,0.73,,Software,"[""Flask"", ""React""]",Hackathons
Vihaan Patel,23,Banaras Hindu University,Chandigarh,BBA,12th Pass,"[""Figma"", ""Git"", ""JavaScript""]","[""Content Writing"", ""Docker"", ""Figma"", ""Kubernetes""]",Expert,Build portfolio,Group sessions,Weekends,Afternoon,5,10,4.4,0.97,0.3,Design,"[""Flask"", ""Tableau"", ""Java""]",Hackathons
Myra Iyer,19,Jadavpur University,Jaipur,MBA,12th Pass,"[""HTML"", ""PowerPoint""]","[""Git"", ""SEO"", ""Illustrator""]",Expert,Hackathon prep,Async exchange,Both,Night,18,10,4.2,0.92,0.1,Entrepreneurship,"[""Azure"", ""Python""]",Startups
Siya Mukherjee,22,Calcutta University,Pune,MBA,12th Pass,"[""JavaScript"", ""Public Speaking"", ""Illustrator"", ""Java"", ""CSS""]","[""Graphic Design"", ""Video Editing"", ""PowerPoint"", ""Docker""]",Intermediate,Prepare for job,1:1,Both,Morning,6,28,3.1,0.82,0.07,Entrepreneurship,"[""MongoDB"", ""JavaScript"", ""Java"", ""Django""]",Startups
Reyansh Ghosh,28,IIT Madras,Chennai,MBA,Graduate,"[""SEO"", ""Machine Learning"", ""Project Management""]","[""Graphic Design"", ""Canva""]",Beginner,Crack internship,Async exchange,Both,Morning,12,14,3.1,0.64,0.64,Entrepreneurship,"[""Python"", ""Node.js""]",Hackathons
Aadhya Singh,21,Mumbai University,Ahmedabad,B.Sc,Graduate,"[""Python"", ""Project Management""]","[""Figma"", ""Kubernetes"", ""Public Speaking"", ""Digital Marketing""]",Intermediate,Academic research,Async exchange,Both,Afternoon,17,19,4.6,0.59,0.21,Design,"[""Node.js"", ""Java"", ""Python"", ""Canva""]",Hackathons
Ira Malhotra,26,VIT Vellore,Lucknow,B.Sc,12th Pass,"[""Docker"", ""Python""]","[""HTML"", ""Machine Learning"", ""Graphic Design""]",Expert,Learn new language,1:1,Weekends,Night,10,22,3.9,0.86,0.45,Cybersecurity,"[""Flask"", ""GCP"", ""Azure"", ""Tableau""]",Startups
Muhammad Mukherjee,24,Banaras Hindu University,Pune,B.Sc,Graduate,"[""CSS"", ""Photoshop""]","[""Illustrator"", ""HTML""]",Intermediate,Hackathon prep,Group sessions,Both,Evening,5,30,3.3,0.64,0.27,Design,"[""GCP"", ""Tableau""]",Academic
Anaya Patel,24,Lovely Professional University,Indore,BA,Postgraduate,"[""Photoshop"", ""Public Speaking""]","[""React"", ""C++""]",Intermediate,Academic research,Mixed,Both,Night,16,30,4.2,0.62,0.13,Cybersecurity,"[""PowerBI"", ""Django""]",Competitions
Vivaan Roy,27,Lovely Professional University,Indore,B.Sc,12th Pass,"[""Photoshop"", ""Deep Learning"", ""NoSQL"", ""Public Speaking""]","[""Figma"", ""SQL""]",Intermediate,Freelancing,Mixed,Weekdays,Evening,8,11,4.8,0.73,0.64,Content Writing,"[""Java"", ""JavaScript"", ""TensorFlow"", ""PyTorch""]",Open Source
Aadhya Saha,20,VIT Vellore,Mumbai,BA,Postgraduate,"[""Illustrator"", ""Deep Learning"", ""Python"", ""Machine Learning"", ""SQL""]","[""HTML"", ""Photography"", ""Content Writing"", ""Photoshop""]",Intermediate,Crack internship,Mixed,Weekends,Night,2,5,3.9,0.54,0.0,Software,"[""Python"", ""Canva"", ""AWS"", ""Django""]",Hackathons
Aryan Kapoor,19,Delhi University,Mumbai,B.Tech,12th Pass,"[""Git"", ""Illustrator""]","[""SEO"", ""Docker"", ""Python"", ""React""]",Intermediate,Crack internship,Async exchange,Both,Morning,12,10,4.9,0.83,0.2,Cybersecurity,"[""SQL""]",Startups
Muhammad Singh,25,Banaras Hindu University,Kolkata,B.Com,12th Pass,"[""Angular"", ""Java"", ""Deep Learning"", ""Project Management""]","[""Graphic Design"", ""Machine Learning"", ""PowerPoint""]",Expert,Crack internship,Async exchange,Both,Morning,15,5,3.6,0.63,0.0,Design,"[""JavaScript"", ""Django""]",Hackathons
Sai Sharma,22,Lovely Professional University,Indore,BBA,12th Pass,"[""Machine Learning"", ""SQL""]","[""Data Analysis"", ""Public Speaking"", ""Video Editing""]",Expert,Hackathon prep,Async exchange,Weekends,Evening,17,0,4.7,0.64,,Content Writing,"[""React"", ""TensorFlow""]",Freelancing
Arjun Gupta,19,BITS Pilani,Lucknow,MA,Postgraduate,"[""Content Writing"", ""Kubernetes"", ""Docker""]","[""HTML"", ""Data Analysis""]",Expert,Hackathon prep,Async exchange,Weekdays,Evening,13,18,3.9,0.52,0.0,Marketing,"[""Azure"", ""SQL"", ""Python"", ""Java""]",Freelancing
Sara Sharma,28,Lovely Professional University,Patna,B.Tech,12th Pass,"[""Public Speaking"", ""Graphic Design""]","[""React"", ""Content Writing"", ""C++"", ""Python""]",Intermediate,Crack internship,Group sessions,Weekdays,Afternoon,10,10,3.5,0.86,0.7,Software,"[""AWS"", ""Tableau"", ""Azure""]",Startups
Avni Patel,22,Osmania University,Delhi,MA,12th Pass,"[""Figma"", ""Project Management"", ""PowerPoint""]","[""Graphic Design"", ""Project Management"", ""Python"", ""Photoshop""]",Intermediate,Build portfolio,Group sessions,Weekends,Morning,20,29,4.4,0.74,0.55,Content Writing,"[""Tableau"", ""GCP"", ""PyTorch"", ""Python""]",Hackathons
Vivaan Jain,26,Pune University,Chennai,MBA,Graduate,"[""PowerPoint"", ""Content Writing""]","[""Figma"", ""PowerPoint""]",Beginner,Freelancing,Mixed,Both,Night,2,4,4.8,0.93,0.25,Design,"[""GCP"", ""Canva"", ""MongoDB""]",Competitions
Vivaan Mukherjee,24,IIT Bombay,Mumbai,M.Tech,12th Pass,"[""HTML"", ""Canva"", ""Python"", ""PowerPoint"", ""SQL""]","[""PowerPoint"", ""CSS""]",Expert,Contribute to open-source,Async exchange,Both,Afternoon,9,14,4.5,0.76,0.36,AI/ML,"[""Tableau"", ""PowerBI"", ""Canva""]",Competitions
Anaya Jain,20,Jamia Millia Islamia,Kolkata,M.Tech,Postgraduate,"[""Docker"", ""Public Speaking"", ""Machine Learning"", ""Java"", ""Project Management""]","[""Docker"", ""Canva"", ""Digital Marketing"", ""React""]",Intermediate,Hackathon prep,Async exchange,Both,Morning,2,4,3.3,0.74,0.5,Finance,"[""Flask"", ""AWS""]",Competitions
Aarav Verma,24,Amity University,Ahmedabad,B.Com,Postgraduate,"[""Figma"", ""NoSQL""]","[""Graphic Design"", ""Canva"", ""CSS""]",Beginner,Learn new language,Mixed,Weekdays,Afternoon,14,27,4.5,0.72,0.26,Cybersecurity,"[""Node.js"", ""GCP"", ""Flask""]",Competitions
Myra Saha,28,SRM University,Pune,BBA,12th Pass,"[""Deep Learning"", ""SQL"", ""JavaScript""]","[""Illustrator"", ""Java"", ""SEO"", ""HTML""]",Expert,Prepare for job,Mixed,Weekdays,Evening,12,5,4.3,0.93,0.8,Data Science,"[""MongoDB"", ""Java"", ""Flask"", ""Node.js""]",Freelancing
Eva Singh,25,IIT Bombay,Chennai,B.Tech,Postgraduate,"[""PowerPoint"", ""JavaScript"", ""Data Analysis""]","[""Photoshop"", ""Python"", ""Java""]",Expert,Learn new language,Async exchange,Weekdays,Morning,3,15,3.9,0.89,0.4,Data Science,"[""Azure"", ""SQL""]",Freelancing
Muhammad Mukherjee,25,IIT Bombay,Bengaluru,M.Sc,Postgraduate,"[""Angular"", ""React"", ""Machine Learning"", ""Git"", ""Excel""]","[""NoSQL"", ""Photography""]",Expert,Freelancing,1:1,Weekends,Night,13,14,3.4,0.95,0.79,Content Writing,"[""React"", ""TensorFlow"", ""Canva""]",Startups
Anaya Singh,24,IIT Bombay,Chennai,BA,12th Pass,"[""Java"", ""Illustrator""]","[""C++"", ""Content Writing"", ""Graphic Design"", ""Docker""]",Beginner,Build portfolio,1:1,Weekends,Night,7,18,3.4,0.77,0.17,Software,"[""Node.js"", ""SQL"", ""PowerBI""]",Startups
Siya Das,20,IIT Madras,Jaipur,B.Tech,12th Pass,"[""Kubernetes"", ""CSS"", ""Digital Marketing""]","[""Angular"", ""Content Writing"", ""CSS"", ""HTML""]",Expert,Hackathon prep,Group sessions,Weekends,Afternoon,19,29,3.2,0.85,0.34,Software,"[""JavaScript""]",Open Source
Aarav Singh,18,Osmania University,Hyderabad,B.Sc,Graduate,"[""Canva"", ""Content Writing"", ""Java"", ""SQL"", ""React""]","[""HTML"", ""Machine Learning"", ""Digital Marketing""]",Expert,Freelancing,Mixed,Weekdays,Afternoon,3,1,4.5,0.99,1.0,Software,"[""Java"", ""Flask"", ""JavaScript"", ""AWS""]",Academic
Arjun Singh,22,Lovely Professional University,Chandigarh,M.Tech,Postgraduate,"[""C++"", ""Public Speaking"", ""Data Analysis""]","[""C++"", ""SQL"", ""CSS"", ""HTML""]",Expert,Prepare for job,1:1,Weekends,Evening,19,1,4.0,0.83,0.0,Finance,"[""AWS"", ""MongoDB""]",Startups
Anika Singh,20,VIT Vellore,Lucknow,MBA,12th Pass,"[""Figma"", ""React"", ""Kubernetes""]","[""CSS"", ""React""]",Beginner,Hackathon prep,Async exchange,Weekends,Night,6,20,5.0,0.93,0.3,Software,"[""Django"", ""Node.js"", ""Tableau""]",Freelancing
Aadhya Patel,23,Delhi University,Chandigarh,BBA,Postgraduate,"[""Digital Marketing"", ""C++"", ""PowerPoint""]","[""Video Editing"", ""Data Analysis"", ""Illustrator""]",Expert,Freelancing,1:1,Weekdays,Morning,7,25,4.6,0.51,0.92,Design,"[""Java"", ""Node.js"", ""JavaScript"", ""Azure""]",Hackathons
Anaya Khan,23,Jamia Millia Islamia,Hyderabad,M.Tech,12th Pass,"[""Java"", ""Git""]","[""SQL"", ""React"", ""Video Editing"", ""Deep Learning""]",Intermediate,Freelancing,Mixed,Weekends,Afternoon,20,20,4.0,0.69,0.15,Content Writing,"[""PyTorch"", ""Canva""]",Freelancing
Anika Chatterjee,27,IIT Bombay,Chandigarh,M.Tech,Graduate,"[""Project Management"", ""Java"", ""Graphic Design"", ""SEO""]","[""NoSQL"", ""CSS"", ""SEO"", ""Canva""]",Intermediate,Learn new language,1:1,Both,Afternoon,3,17,4.6,0.57,0.94,Business,"[""Azure""]",Academic
Sai Kapoor,25,Lovely Professional University,Patna,MBA,Postgraduate,"[""Photoshop"", ""Project Management"", ""Digital Marketing"", ""React"", ""JavaScript""]","[""React"", ""Illustrator""]",Beginner,Academic research,Group sessions,Weekdays,Afternoon,2,19,4.9,0.83,0.84,AI/ML,"[""MongoDB"", ""Tableau""]",Open Source
Sai Ghosh,25,SRM University,Hyderabad,MBA,Graduate,"[""Project Management"", ""NoSQL"", ""Machine Learning"", ""C++""]","[""Illustrator"", ""Project Management"", ""PowerPoint"", ""CSS""]",Beginner,Crack internship,1:1,Weekends,Morning,4,17,4.9,0.98,0.41,Data Science,"[""Canva"", ""SQL"", ""Python"", ""Node.js""]",Academic
Muhammad Khan,22,IIT Bombay,Bengaluru,BBA,12th Pass,"[""Photoshop"", ""Canva"", ""C++"", ""Photography"", ""SEO""]","[""Python"", ""SQL"", ""Content Writing"", ""CSS""]",Intermediate,Contribute to open-source,Group sessions,Both,Afternoon,13,10,3.5,0.78,0.9,Entrepreneurship,"[""AWS""]",Startups
Arjun Singh,21,Lovely Professional University,Delhi,M.Sc,12th Pass,"[""Kubernetes"", ""SEO""]","[""Illustrator"", ""SEO""]",Expert,Prepare for job,Mixed,Both,Afternoon,20,12,3.7,0.6,0.0,Content Writing,"[""SQL"", ""React"", ""GCP"", ""Node.js""]",Open Source
Anaya Nair,19,Pune University,Indore,MBA,Postgraduate,"[""Angular"", ""Digital Marketing"", ""Java"", ""Machine Learning""]","[""SQL"", ""Project Management""]",Expert,Freelancing,Group sessions,Weekdays,Evening,20,30,4.7,0.85,0.3,Business,"[""PyTorch"", ""GCP""]",Hackathons
Sara Patel,23,BITS Pilani,Mumbai,B.Com,Graduate,"[""C++"", ""SQL"", ""Kubernetes"", ""Content Writing""]","[""JavaScript"", ""Video Editing""]",Beginner,Prepare for job,1:1,Weekends,Evening,20,22,3.6,0.74,0.09,Design,"[""Canva"", ""Python"", ""Azure""]",Academic
Vihaan Joshi,25,Osmania University,Bhopal,B.Tech,Graduate,"[""Illustrator"", ""NoSQL"", ""Content Writing"", ""SEO"", ""CSS""]","[""Photoshop"", ""HTML"", ""SQL"", ""CSS""]",Beginner,Hackathon prep,Async exchange,Weekends,Afternoon,11,16,4.2,0.95,0.31,Entrepreneurship,"[""Canva"", ""TensorFlow""]",Freelancing
Siya Sharma,24,IIT Madras,Patna,MBA,12th Pass,"[""SQL"", ""Canva"", ""React""]","[""Digital Marketing"", ""Illustrator"", ""Java"", ""Machine Learning""]",Expert,Freelancing,Async exchange,Weekends,Night,18,23,3.1,1.0,0.61,Software,"[""PowerBI"", ""Flask""]",Hackathons
Sai Gupta,21,IIT Madras,Ahmedabad,B.Tech,Graduate,"[""Photoshop"", ""Excel"", ""Public Speaking"", ""Content Writing""]","[""Java"", ""Machine Learning"", ""Photography""]",Beginner,Freelancing,Group sessions,Both,Morning,4,7,4.4,0.8,0.43,Software,"[""React"", ""Node.js""]",Competitions
Reyansh Iyer,18,Anna University,Delhi,B.Sc,Graduate,"[""Docker"", ""Project Management"", ""Illustrator"", ""Java"", ""SQL""]","[""Angular"", ""SEO"", ""JavaScript""]",Expert,Contribute to open-source,Group sessions,Weekends,Night,4,2,4.3,0.83,1.0,Content Writing,"[""JavaScript"", ""Flask""]",Competitions
Vihaan Verma,20,Mumbai University,Kolkata,MBA,Graduate,"[""Java"", ""Public Speaking""]","[""Docker"", ""Python""]",Intermediate,Academic research,Mixed,Weekends,Evening,16,8,3.1,0.66,0.5,Finance,"[""Azure"", ""Flask"", ""MongoDB"", ""React""]",Startups
Anaya Das,23,Calcutta University,Pune,MA,Postgraduate,"[""SEO"", ""Figma"", ""Java"", ""Kubernetes"", ""Video Editing""]","[""Docker"", ""Content Writing"", ""Kubernetes"", ""Excel""]",Beginner,Crack internship,Mixed,Both,Evening,13,18,3.7,0.84,0.17,Business,"[""PyTorch"", ""Tableau""]",Freelancing
Vihaan Singh,21,Christ University,Jaipur,M.Sc,12th Pass,"[""NoSQL"", ""Public Speaking"", ""Python""]","[""React"", ""JavaScript""]",Expert,Crack internship,Group sessions,Weekdays,Morning,4,23,4.7,0.79,0.83,Design,"[""Python"", ""Tableau"", ""Canva"", ""Node.js""]",Academic
Ira Gupta,24,NIT Trichy,Ahmedabad,B.Com,Postgraduate,"[""Project Management"", ""React"", ""SQL"", ""Public Speaking""]","[""NoSQL"", ""CSS"", ""Docker"", ""SQL""]",Expert,Learn new language,Mixed,Weekdays,Night,9,16,4.5,0.99,0.62,Entrepreneurship,"[""PowerBI""]",Academic
Muhammad Iyer,18,Jadavpur University,Indore,B.Sc,Graduate,"[""Java"", ""Content Writing"", ""Photoshop""]","[""CSS"", ""Graphic Design"", ""Python""]",Beginner,Hackathon prep,Async exchange,Both,Morning,2,4,3.2,0.63,0.75,Content Writing,"[""React"", ""TensorFlow"", ""MongoDB"", ""Java""]",Academic
Reyansh Kapoor,19,Osmania University,Mumbai,B.Com,12th Pass,"[""Illustrator"", ""Photography"", ""CSS"", ""Data Analysis"", ""SEO""]","[""Data Analysis"", ""Content Writing"", ""Graphic Design"", ""Photography""]",Expert,Crack internship,1:1,Weekdays,Afternoon,13,15,3.3,0.69,0.73,Software,"[""JavaScript""]",Open Source
Siya Nair,28,Amity University,Chennai,B.Com,Graduate,"[""Angular"", ""Figma""]","[""JavaScript"", ""Deep Learning"", ""Canva""]",Expert,Academic research,1:1,Weekends,Afternoon,10,28,4.0,0.74,1.0,AI/ML,"[""JavaScript""]",Competitions
Sara Malhotra,19,IIT Delhi,Jaipur,MBA,Postgraduate,"[""Photoshop"", ""Docker"", ""Java""]","[""Illustrator"", ""Project Management""]",Beginner,Learn new language,1:1,Weekends,Night,8,2,4.8,0.82,0.0,Cybersecurity,"[""Django"", ""PowerBI"", ""Python"", ""Node.js""]",Hackathons
Aadhya Verma,19,VIT Vellore,Patna,M.Sc,Graduate,"[""JavaScript"", ""HTML"", ""Git"", ""Data Analysis""]","[""JavaScript"", ""Deep Learning"", ""Digital Marketing""]",Intermediate,Build portfolio,Mixed,Both,Evening,13,19,3.7,0.79,0.58,AI/ML,"[""JavaScript"", ""GCP"", ""MongoDB""]",Startups
Aditya Kapoor,23,SRM University,Bhopal,BA,Graduate,"[""Git"", ""Photography"", ""Video Editing"", ""Content Writing"", ""Java""]","[""Digital Marketing"", ""Python""]",Beginner,Contribute to open-source,Async exchange,Both,Morning,16,7,3.8,0.86,0.29,AI/ML,"[""Django"", ""Node.js""]",Competitions
Aditya Ghosh,24,Manipal Institute of Technology,Delhi,B.Tech,Graduate,"[""Photography"", ""React"", ""Deep Learning""]","[""Photography"", ""Deep Learning""]",Beginner,Build portfolio,Group sessions,Both,Afternoon,14,26,4.9,0.92,0.96,Software,"[""Java"", ""React"", ""Canva""]",Competitions
Ira Das,24,Lovely Professional University,Patna,MA,12th Pass,"[""PowerPoint"", ""Photography"", ""Deep Learning"", ""NoSQL""]","[""Video Editing"", ""Kubernetes"", ""Graphic Design""]",Beginner,Build portfolio,1:1,Both,Afternoon,14,5,4.9,0.74,1.0,Content Writing,"[""Azure"", ""PowerBI"", ""TensorFlow"", ""MongoDB""]",Hackathons
Aryan Malhotra,24,Amity University,Chennai,MBA,12th Pass,"[""Illustrator"", ""Git"", ""PowerPoint"", ""Data Analysis""]","[""JavaScript"", ""Project Management"", ""Public Speaking"", ""Machine Learning""]",Intermediate,Prepare for job,1:1,Weekdays,Night,11,13,4.4,0.55,0.69,Marketing,"[""PyTorch""]",Academic
Vivaan Joshi,21,Manipal Institute of Technology,Indore,BBA,12th Pass,"[""SEO"", ""Canva"", ""C++""]","[""SQL"", ""SEO""]",Beginner,Prepare for job,Async exchange,Weekdays,Morning,4,15,3.5,0.75,0.8,Finance,"[""AWS"", ""MongoDB""]",Competitions
Arjun Malhotra,22,NIT Trichy,Delhi,BA,12th Pass,"[""Excel"", ""Deep Learning"", ""Public Speaking"", ""Photoshop""]","[""C++"", ""Data Analysis"", ""Angular""]",Expert,Hackathon prep,Async exchange,Weekends,Night,2,23,4.9,0.59,0.87,Software,"[""JavaScript"", ""SQL"", ""React"", ""PyTorch""]",Hackathons
Aarav Mishra,25,Manipal Institute of Technology,Pune,M.Tech,Postgraduate,"[""Deep Learning"", ""NoSQL"", ""Content Writing"", ""Machine Learning""]","[""Canva"", ""Python"", ""Angular"", ""Data Analysis""]",Expert,Academic research,Async exchange,Weekdays,Night,15,3,3.9,0.67,0.67,Cybersecurity,"[""AWS"", ""Flask"", ""Tableau""]",Startups
Aaradhya Verma,19,Christ University,Bengaluru,MA,Postgraduate,"[""NoSQL"", ""SEO"", ""Python""]","[""Deep Learning"", ""NoSQL""]",Beginner,Build portfolio,Mixed,Weekdays,Evening,9,13,4.2,0.7,0.46,AI/ML,"[""Canva"", ""AWS"", ""PyTorch"", ""TensorFlow""]",Startups
Avni Singh,28,Osmania University,Patna,B.Tech,12th Pass,"[""Canva"", ""SEO"", ""Content Writing"", ""HTML"", ""Video Editing""]","[""Excel"", ""Illustrator""]",Expert,Build portfolio,Mixed,Weekdays,Night,11,0,3.9,0.87,,Data Science,"[""Python"", ""PowerBI""]",Open Source
Eva Jain,28,Osmania University,Bengaluru,B.Tech,12th Pass,"[""Photography"", ""Git"", ""Excel"", ""Python""]","[""Java"", ""Photography"", ""Canva"", ""HTML""]",Beginner,Prepare for job,Mixed,Both,Night,4,10,4.1,0.89,0.2,Content Writing,"[""Flask""]",Open Source
Anaya Iyer,26,Jadavpur University,Bhopal,B.Com,12th Pass,"[""SEO"", ""Canva""]","[""Digital Marketing"", ""Python""]",Expert,Crack internship,Group sessions,Weekends,Evening,18,21,3.8,0.77,0.81,Cybersecurity,"[""React"", ""SQL""]",Academic
Vihaan Nair,27,Calcutta University,Jaipur,M.Tech,Graduate,"[""Public Speaking"", ""CSS"", ""Content Writing"", ""HTML""]","[""C++"", ""PowerPoint"", ""Photoshop"", ""Public Speaking""]",Expert,Learn new language,Mixed,Weekends,Afternoon,4,12,3.3,0.6,1.0,Software,"[""Canva""]",Hackathons
Vivaan Roy,27,Mumbai University,Bengaluru,BA,Postgraduate,"[""Project Management"", ""SQL"", ""CSS""]","[""React"", ""Project Management""]",Intermediate,Contribute to open-source,Mixed,Both,Afternoon,15,28,4.7,0.61,0.96,Cybersecurity,"[""PowerBI"", ""AWS"", ""Node.js"", ""GCP""]",Freelancing
Muhammad Verma,24,Pune University,Lucknow,B.Sc,Postgraduate,"[""Photography"", ""Graphic Design"", ""Public Speaking"", ""Docker"", ""Angular""]","[""Video Editing"", ""HTML""]",Beginner,Prepare for job,Async exchange,Both,Morning,14,6,3.3,0.83,0.5,Finance,"[""GCP"", ""React""]",Hackathons
